딜ID,회사명,산업,섹터,본사지역,설립연도,임직원수,펀드명,펀드유형,빈티지,담당파트너,딜상태,투자일자,투자금액(억원),지분율(%),매출(억원),EBITDA(억원),EBITDA마진(%),순부채(억원),기업가치EV(억원),진입 EV/EBITDA(x),진입 EV/Revenue(x),보유기간(년),현재평가가치(억원),MOIC(x),Gross IRR(%),회수일자,회수금액(억원),회수방식
DL-00424,중앙메디컬,바이오/헬스케어,CRO/CDMO,서울,2010,177,바이아웃 2호 PEF,Buyout,2021,최예린,회수완료(Exited),2023-08-18,48.4,77.8,88,10.8,12.3,23.2,79.0,7.3,0.9,2.8,,0.74,-10.0,2026-06-10,36.0,Recap/배당
DL-00425,에스푸드,소비재,리테일,서울,2004,523,그로쓰 3호 PEF,Growth,2022,오세훈,회수완료(Exited),2023-10-30,321.9,67.0,264,76.6,29.0,268.3,689.0,9.0,2.61,1.7,,3.23,101.2,2025-07-03,1039.0,구주매출
DL-00426,태광게임즈,미디어/콘텐츠,교육,서울,2006,990,스페셜시츄에이션 1호,Special Situation,2018,정우성,투자완료(Active),2018-05-12,987.6,86.1,491,178.2,36.3,54.8,1051.6,5.9,2.14,8.1,2452.7,2.48,11.9,,,
DL-00427,삼정유통,소비재,화장품,인천,1985,326,세컨더리 1호,Secondary,2023,김도현,투자심의(IC),,,,343,30.5,8.9,75.9,317.5,10.4,0.93,,,,,,,
DL-00428,삼정F&B,소비재,화장품,충북,2004,589,세컨더리 1호,Secondary,2023,박민재,투자완료(Active),2023-03-07,1180.3,86.0,529,153.4,29.0,4.5,1196.6,7.8,2.26,3.3,1428.9,1.21,6.0,,,
DL-00429,에스금융,금융서비스,결제,서울,2014,240,그로쓰 2호 PEF,Growth,2019,최예린,투자완료(Active),2023-08-28,75.3,39.9,90,29.4,32.7,107.8,261.9,8.9,2.91,2.8,158.7,2.11,30.7,,,
DL-00430,유진바이오,바이오/헬스케어,CRO/CDMO,서울,2019,2447,그로쓰 3호 PEF,Growth,2022,최예린,회수완료(Exited),2024-01-26,204.4,26.1,1214,153.0,12.6,751.4,1514.3,9.9,1.25,2.4,,2.76,53.5,2026-06-10,564.4,전략적매각(M&A)
DL-00431,누리로지스틱스,물류/유통,이커머스,경기,2014,206,그로쓰 2호 PEF,Growth,2019,서지원,투자완료(Active),2020-07-13,336.8,46.2,196,68.6,35.0,3.3,617.4,9.0,3.15,5.9,522.3,1.55,7.7,,,
DL-00432,유진파트너스,B2B서비스,시설관리,서울,1986,1122,바이아웃 2호 PEF,Buyout,2021,고은채,스크리닝(Screening),,,,493,45.8,9.3,47.9,568.5,12.4,1.15,,,,,,,
DL-00433,대한케미칼,제조/소재,정밀화학,인천,2018,795,세컨더리 1호,Secondary,2023,남기훈,소싱(Sourcing),,,,869,316.3,36.4,434.0,2815.2,8.9,3.24,,,,,,,
DL-00434,대명테크,제조/소재,자동차부품,울산,1997,308,바이아웃 1호 PEF,Buyout,2017,강태호,회수완료(Exited),2019-06-23,405.0,96.7,136,53.9,39.6,43.5,452.4,8.4,3.33,6.2,,2.6,16.7,2025-08-27,1054.1,전략적매각(M&A)
DL-00435,누리산업,제조/소재,2차전지소재,충북,1998,1846,벤처그로쓰 1호,Venture,2020,한승우,투자완료(Active),2020-01-31,951.7,52.2,1222,244.4,20.0,94.5,1784.1,7.3,1.46,6.4,1297.0,1.36,5.0,,,
DL-00436,성안랩스,IT/소프트웨어,정보보안,경기,2016,1807,그로쓰 2호 PEF,Growth,2019,정우성,투자심의(IC),,,,775,299.2,38.6,1614.7,3290.7,11.0,4.25,,,,,,,
DL-00437,우진진단,바이오/헬스케어,체외진단,울산,1989,276,벤처그로쓰 1호,Venture,2020,고은채,투자완료(Active),2023-04-18,246.7,76.4,211,53.8,25.5,151.7,473.5,8.8,2.24,3.1,276.0,1.12,3.6,,,
DL-00438,대한미디어,미디어/콘텐츠,광고/마케팅,경기,1998,1468,바이아웃 2호 PEF,Buyout,2021,정우성,스크리닝(Screening),,,,538,163.6,30.4,540.7,2436.9,14.9,4.53,,,,,,,
DL-00439,코리아진단,바이오/헬스케어,체외진단,충남,2011,741,그로쓰 1호 PEF,Growth,2016,한승우,투자완료(Active),2022-01-18,108.5,24.3,556,32.2,5.8,72.1,435.3,13.5,0.78,4.4,202.4,1.86,15.2,,,
DL-00440,성안엔터,미디어/콘텐츠,엔터테인먼트,서울,1988,1351,세컨더리 1호,Secondary,2023,이서준,보류/철회(Dropped),,,,514,62.2,12.1,108.7,366.9,5.9,0.71,,,,,,,
DL-00441,누리식품,소비재,화장품,경기,1997,549,세컨더리 1호,Secondary,2023,최예린,스크리닝(Screening),,,,250,34.2,13.7,60.6,270.6,7.9,1.08,,,,,,,
DL-00442,정밀커머스,물류/유통,도소매유통,서울,2012,10032,세컨더리 1호,Secondary,2023,윤지호,투자완료(Active),2025-02-16,5140.5,92.5,3745,1228.4,32.8,1218.2,6387.5,5.2,1.71,1.3,8535.5,1.66,47.2,,,
DL-00443,디에이치바이오,바이오/헬스케어,체외진단,경기,1997,1732,세컨더리 1호,Secondary,2023,정우성,스크리닝(Screening),,,,712,136.7,19.2,248.2,1257.7,9.2,1.77,,,,,,,
DL-00444,삼정콘텐츠,미디어/콘텐츠,교육,서울,2021,678,그로쓰 1호 PEF,Growth,2016,이서준,투자심의(IC),,,,732,218.1,29.8,453.8,2464.9,11.3,3.37,,,,,,,
DL-00445,한솔미디어,미디어/콘텐츠,교육,서울,1986,1295,그로쓰 1호 PEF,Growth,2016,고은채,투자심의(IC),,,,953,134.4,14.1,439.3,1290.0,9.6,1.35,,,,,,,
DL-00446,성안진단,바이오/헬스케어,제약,전남,1990,612,스페셜시츄에이션 1호,Special Situation,2018,남기훈,투자완료(Active),2023-12-24,766.0,72.7,418,82.8,19.8,139.2,1100.8,13.3,2.63,2.5,960.3,1.25,9.6,,,
DL-00447,대명시스템,IT/소프트웨어,SaaS,충북,2010,252,바이아웃 2호 PEF,Buyout,2021,남기훈,스크리닝(Screening),,,,147,12.3,8.4,32.8,156.8,12.7,1.07,,,,,,,
DL-00448,우진물류,물류/유통,도소매유통,경기,2017,1710,그로쓰 3호 PEF,Growth,2022,정우성,투자완료(Active),2023-01-28,1592.3,40.7,1423,476.7,33.5,97.0,3289.3,6.9,2.31,3.4,2111.7,1.33,8.8,,,
DL-00449,동방솔루션,IT/소프트웨어,핀테크,서울,2000,296,그로쓰 2호 PEF,Growth,2019,강태호,소싱(Sourcing),,,,363,30.9,8.5,65.0,172.8,5.6,0.48,,,,,,,
DL-00450,세진산업,제조/소재,자동차부품,경기,2006,682,바이아웃 2호 PEF,Buyout,2021,임수빈,투자완료(Active),2023-01-10,842.2,73.2,514,148.5,28.9,196.7,1247.8,8.4,2.43,3.4,824.1,0.98,-0.6,,,
DL-00451,한국파워,에너지/환경,신재생에너지,경남,1993,2448,스페셜시츄에이션 1호,Special Situation,2018,남기훈,회수완료(Exited),2023-05-01,1373.3,61.2,1060,331.8,31.3,562.3,2488.3,7.5,2.35,1.5,,1.71,42.6,2024-11-04,2349.4,재무적매각(Secondary)
DL-00452,제이페이,금융서비스,자산관리,경기,2015,730,그로쓰 2호 PEF,Growth,2019,강태호,투자완료(Active),2024-08-28,50.1,22.5,272,27.2,10.0,79.3,277.4,10.2,1.02,1.8,63.1,1.26,13.8,,,
DL-00453,동성랩스,IT/소프트웨어,데이터/AI,서울,1990,755,바이아웃 1호 PEF,Buyout,2017,박민재,투자완료(Active),2024-07-09,96.9,29.8,261,38.6,14.8,156.9,471.3,12.2,1.81,1.9,165.6,1.71,32.2,,,
DL-00454,중앙랩스,IT/소프트웨어,정보보안,울산,2009,1670,그로쓰 2호 PEF,Growth,2019,서지원,실사(DD),,,,1219,473.0,38.8,518.8,4445.9,9.4,3.65,,,,,,,
DL-00455,미래로지스틱스,물류/유통,3PL물류,경기,2021,93,바이아웃 1호 PEF,Buyout,2017,남기훈,회수완료(Exited),2023-01-03,160.0,35.2,100,38.4,38.4,0.3,414.7,10.8,4.15,3.4,,1.54,13.4,2026-06-10,246.2,전략적매각(M&A)
DL-00456,보광파트너스,B2B서비스,시설관리,경기,2014,165,바이아웃 2호 PEF,Buyout,2021,고은채,스크리닝(Screening),,,,189,58.8,31.1,328.4,793.5,13.5,4.2,,,,,,,
DL-00457,누리에너지,에너지/환경,전력/전기,서울,2016,147,세컨더리 1호,Secondary,2023,서지원,회수완료(Exited),2025-06-05,267.8,82.1,61,21.2,34.7,34.1,302.7,14.3,4.96,1.0,,4.31,323.3,2026-06-10,1154.9,IPO
DL-00458,동성파트너스,B2B서비스,MRO,해외(싱가포르),2003,2169,스페셜시츄에이션 1호,Special Situation,2018,윤지호,소싱(Sourcing),,,,802,67.4,8.4,218.6,552.4,8.2,0.69,,,,,,,
DL-00459,유진테크,제조/소재,정밀화학,서울,1997,2653,그로쓰 3호 PEF,Growth,2022,정우성,스크리닝(Screening),,,,918,263.5,28.7,289.7,3925.6,14.9,4.28,,,,,,,
DL-00460,중앙엔터,미디어/콘텐츠,광고/마케팅,서울,1992,1297,세컨더리 1호,Secondary,2023,박민재,회수완료(Exited),2023-06-26,153.6,72.2,561,34.8,6.2,62.9,257.4,7.4,0.46,3.0,,1.06,2.0,2026-06-10,163.0,Recap/배당
DL-00461,동방로지스틱스,물류/유통,도소매유통,경기,2021,1091,바이아웃 1호 PEF,Buyout,2017,김도현,투자완료(Active),2024-11-18,166.3,54.7,364,30.2,8.3,63.2,329.3,10.9,0.9,1.6,298.0,1.79,45.4,,,
DL-00462,누리금융,금융서비스,여신전문,인천,1992,126,그로쓰 2호 PEF,Growth,2019,배준영,투자완료(Active),2020-06-11,64.5,66.0,118,13.3,11.3,56.0,140.0,10.5,1.19,6.0,69.1,1.07,1.2,,,
DL-00463,미래메탈,제조/소재,자동차부품,서울,1985,569,그로쓰 3호 PEF,Growth,2022,윤지호,보류/철회(Dropped),,,,203,20.1,9.9,31.1,199.0,9.9,0.98,,,,,,,
DL-00464,유진에너지,에너지/환경,폐기물처리,대구,1994,101,그로쓰 1호 PEF,Growth,2016,정우성,소싱(Sourcing),,,,64,24.6,38.5,29.3,271.0,11.0,4.24,,,,,,,
DL-00465,케이바이오,바이오/헬스케어,CRO/CDMO,인천,1995,674,바이아웃 2호 PEF,Buyout,2021,윤지호,투자완료(Active),2021-05-25,216.2,70.4,341,47.4,13.9,153.1,440.8,9.3,1.29,5.0,438.8,2.03,15.1,,,
DL-00466,코리아파워,에너지/환경,폐기물처리,경기,2019,162,바이아웃 1호 PEF,Buyout,2017,이서준,실사(DD),,,,106,7.7,7.3,16.0,88.2,11.4,0.83,,,,,,,
DL-00467,한라로지스틱스,물류/유통,이커머스,서울,1992,125,바이아웃 1호 PEF,Buyout,2017,윤지호,보류/철회(Dropped),,,,64,10.0,15.7,32.5,132.6,13.2,2.07,,,,,,,
DL-00468,제이로지스틱스,물류/유통,콜드체인,전북,2009,3112,그로쓰 3호 PEF,Growth,2022,강태호,회수완료(Exited),2023-06-15,930.3,20.8,1480,359.6,24.3,999.2,4963.0,13.8,3.35,2.4,,2.21,39.7,2025-10-27,2053.8,구주매출
DL-00469,중앙유통,물류/유통,3PL물류,대전,2014,2788,바이아웃 1호 PEF,Buyout,2017,서지원,투자완료(Active),2019-07-27,397.1,44.4,1018,149.6,14.7,655.3,1391.7,9.3,1.37,6.9,1044.8,2.63,15.1,,,
DL-00470,성안에너지,에너지/환경,신재생에너지,서울,1988,473,바이아웃 1호 PEF,Buyout,2017,이서준,스크리닝(Screening),,,,164,61.5,37.5,4.3,805.6,13.1,4.91,,,,,,,
DL-00471,디에이치파트너스,B2B서비스,시설관리,경기,1997,3545,그로쓰 2호 PEF,Growth,2019,윤지호,소싱(Sourcing),,,,1226,382.5,31.2,1045.9,2830.6,7.4,2.31,,,,,,,
DL-00472,제이파트너스,B2B서비스,인력아웃소싱,해외(베트남),1993,659,바이아웃 1호 PEF,Buyout,2017,박민재,소싱(Sourcing),,,,629,124.5,19.8,204.6,1096.0,8.8,1.74,,,,,,,
DL-00473,디에이치리빙,소비재,식음료,서울,2010,188,그로쓰 1호 PEF,Growth,2016,남기훈,투자완료(Active),2021-03-11,601.0,91.4,215,81.1,37.7,381.5,924.0,11.4,4.3,5.2,906.8,1.51,8.2,,,
DL-00474,글로벌정보기술,IT/소프트웨어,SaaS,서울,2016,122,벤처그로쓰 1호,Venture,2020,김도현,소싱(Sourcing),,,,150,54.6,36.4,226.8,496.9,9.1,3.31,,,,,,,
DL-00475,디에이치커머스,물류/유통,이커머스,경기,2019,1092,벤처그로쓰 1호,Venture,2020,윤지호,회수완료(Exited),2022-06-07,435.1,20.5,692,141.2,20.4,153.1,1891.7,13.4,2.73,4.0,,1.44,9.5,2026-06-10,625.4,IPO
DL-00476,케이진단,바이오/헬스케어,디지털헬스,경기,2015,311,그로쓰 1호 PEF,Growth,2016,박민재,투자완료(Active),2024-10-01,318.7,90.5,127,28.3,22.3,21.3,334.2,11.8,2.63,1.7,458.8,1.44,24.1,,,
DL-00477,한국정보기술,IT/소프트웨어,SaaS,서울,1985,397,벤처그로쓰 1호,Venture,2020,윤지호,보류/철회(Dropped),,,,350,77.0,22.0,120.2,970.2,12.6,2.77,,,,,,,
DL-00478,서연솔루션,B2B서비스,시설관리,울산,2012,99,바이아웃 2호 PEF,Buyout,2021,남기훈,스크리닝(Screening),,,,83,27.6,33.3,83.3,331.7,12.0,4.0,,,,,,,
DL-00479,미래제약,바이오/헬스케어,의료기기,경기,2012,1287,바이아웃 2호 PEF,Buyout,2021,정우성,회수완료(Exited),2023-05-23,941.2,58.3,1000,234.0,23.4,1376.1,2808.0,12.0,2.81,3.0,,2.38,32.9,2026-06-10,2239.7,IPO
DL-00480,한국바이오,바이오/헬스케어,제약,대구,2002,803,벤처그로쓰 1호,Venture,2020,정우성,실사(DD),,,,298,25.0,8.4,35.2,127.7,5.1,0.43,,,,,,,
DL-00481,한솔이엔지,에너지/환경,전력/전기,광주,1998,413,벤처그로쓰 1호,Venture,2020,정우성,투자완료(Active),2025-06-06,345.8,93.0,465,40.5,8.7,137.6,457.1,11.3,0.98,1.0,264.2,0.76,-23.4,,,
DL-00482,가온랩스,IT/소프트웨어,SaaS,경기,1994,1319,세컨더리 1호,Secondary,2023,배준영,스크리닝(Screening),,,,448,159.9,35.7,979.0,2159.1,13.5,4.82,,,,,,,
DL-00483,중앙파워,에너지/환경,수처리,서울,2017,2008,스페셜시츄에이션 1호,Special Situation,2018,한승우,회수완료(Exited),2018-09-07,1246.0,83.6,692,101.0,14.6,215.1,1485.2,14.7,2.15,5.6,,3.1,22.2,2024-05-01,3860.3,구주매출
DL-00484,우진파트너스,B2B서비스,인력아웃소싱,울산,2010,407,스페셜시츄에이션 1호,Special Situation,2018,한승우,투자완료(Active),2023-10-02,126.7,56.4,497,25.3,5.1,80.3,271.2,10.7,0.55,2.7,203.7,1.61,19.3,,,
DL-00485,유진리빙,소비재,패션/리빙,인천,2000,449,그로쓰 3호 PEF,Growth,2022,정우성,소싱(Sourcing),,,,165,62.7,38.0,32.5,489.1,7.8,2.96,,,,,,,
DL-00486,가온산업,제조/소재,산업기계,서울,2008,2679,벤처그로쓰 1호,Venture,2020,서지원,투자완료(Active),2023-07-05,1075.5,85.3,903,87.6,9.7,180.8,1226.3,14.0,1.36,2.9,5645.3,5.25,76.0,,,
DL-00487,가온테크,IT/소프트웨어,데이터/AI,충북,2010,203,바이아웃 1호 PEF,Buyout,2017,강태호,실사(DD),,,,202,61.4,30.4,241.0,534.2,8.7,2.64,,,,,,,
DL-00488,태광파마,바이오/헬스케어,디지털헬스,경기,2004,205,그로쓰 3호 PEF,Growth,2022,서지원,실사(DD),,,,214,40.2,18.8,15.5,446.6,11.1,2.09,,,,,,,
DL-00489,정밀식품,소비재,리테일,광주,1985,1155,그로쓰 3호 PEF,Growth,2022,남기훈,투자완료(Active),2022-03-31,89.1,30.6,521,29.7,5.7,150.8,395.0,13.3,0.76,4.2,194.3,2.18,20.4,,,
DL-00490,가온케미칼,제조/소재,자동차부품,충북,2021,455,그로쓰 2호 PEF,Growth,2019,정우성,소싱(Sourcing),,,,228,30.8,13.5,42.8,320.1,10.4,1.4,,,,,,,
DL-00491,삼정산업,제조/소재,자동차부품,경기,1999,306,스페셜시츄에이션 1호,Special Situation,2018,박민재,소싱(Sourcing),,,,112,11.4,10.2,15.0,132.5,11.6,1.18,,,,,,,
DL-00492,글로벌엔터,미디어/콘텐츠,게임,부산,1990,4337,그로쓰 2호 PEF,Growth,2019,강태호,회수완료(Exited),2020-09-07,1635.1,91.4,1890,211.7,11.2,653.7,2180.3,10.3,1.15,5.0,,2.79,22.8,2025-09-07,4562.6,IPO
DL-00493,대명물류,물류/유통,도소매유통,경기,2015,1054,스페셜시츄에이션 1호,Special Situation,2018,임수빈,투자완료(Active),2019-06-07,602.4,34.5,698,139.6,20.0,124.2,1717.1,12.3,2.46,7.0,761.9,1.26,3.4,,,
DL-00494,정밀게임즈,미디어/콘텐츠,엔터테인먼트,인천,1999,645,세컨더리 1호,Secondary,2023,한승우,투자완료(Active),2024-12-20,108.6,27.0,264,52.3,19.8,195.8,564.5,10.8,2.14,1.5,142.3,1.31,20.2,,,
DL-00495,대한메디컬,바이오/헬스케어,제약,경기,2020,93,그로쓰 3호 PEF,Growth,2022,최예린,투자완료(Active),2024-02-13,8.6,78.6,40,2.8,7.0,8.6,17.9,6.4,0.45,2.3,12.7,1.48,18.6,,,
DL-00496,광림랩스,IT/소프트웨어,시스템통합,경남,1990,1899,그로쓰 1호 PEF,Growth,2016,박민재,투자심의(IC),,,,969,308.1,31.8,209.4,2989.0,9.7,3.08,,,,,,,
DL-00497,케이유통,물류/유통,도소매유통,경기,1988,2402,그로쓰 1호 PEF,Growth,2016,최예린,소싱(Sourcing),,,,881,47.6,5.4,215.1,632.7,13.3,0.72,,,,,,,
DL-00498,케이이엔지,B2B서비스,엔지니어링,서울,1993,2225,그로쓰 2호 PEF,Growth,2019,한승우,투자심의(IC),,,,755,52.9,7.0,193.4,470.4,8.9,0.62,,,,,,,
DL-00499,디에이치시스템,IT/소프트웨어,데이터/AI,대구,1988,3228,스페셜시츄에이션 1호,Special Situation,2018,고은채,투자심의(IC),,,,1518,179.1,11.8,42.5,1092.7,6.1,0.72,,,,,,,
DL-00500,서연이엔지,에너지/환경,신재생에너지,서울,1985,996,그로쓰 2호 PEF,Growth,2019,이서준,스크리닝(Screening),,,,716,174.0,24.3,32.1,1983.5,11.4,2.77,,,,,,,
DL-00501,대한산업,제조/소재,철강금속,경기,2003,1805,바이아웃 2호 PEF,Buyout,2021,김도현,보류/철회(Dropped),,,,1664,266.2,16.0,421.6,2369.5,8.9,1.42,,,,,,,
DL-00502,케이정보기술,IT/소프트웨어,정보보안,경기,2009,299,그로쓰 3호 PEF,Growth,2022,김도현,투자완료(Active),2022-07-11,85.9,96.2,308,19.4,6.3,43.7,128.1,6.6,0.42,3.9,73.0,0.85,-4.1,,,
DL-00503,누리파마,바이오/헬스케어,의료기기,해외(싱가포르),2006,393,벤처그로쓰 1호,Venture,2020,임수빈,투자완료(Active),2021-05-04,95.3,36.7,171,64.8,37.9,124.7,350.0,5.4,2.05,5.1,177.9,1.87,13.0,,,
DL-00504,대명소재,제조/소재,산업기계,인천,2005,187,그로쓰 2호 PEF,Growth,2019,임수빈,소싱(Sourcing),,,,196,14.5,7.4,27.7,156.6,10.8,0.8,,,,,,,
DL-00505,디에이치에셋,금융서비스,인슈어테크,울산,1992,3621,세컨더리 1호,Secondary,2023,서지원,회수완료(Exited),2024-11-27,615.9,30.3,1674,296.3,17.7,478.7,2340.8,7.9,1.4,1.5,,2.2,67.4,2026-06-10,1357.4,IPO
DL-00506,한라엔터,미디어/콘텐츠,교육,부산,2020,499,그로쓰 1호 PEF,Growth,2016,남기훈,투자완료(Active),2017-01-17,128.4,47.9,275,52.2,19.0,57.8,297.8,5.7,1.08,9.4,230.0,1.79,6.4,,,
DL-00507,우진정보기술,IT/소프트웨어,SaaS,서울,2010,506,스페셜시츄에이션 1호,Special Situation,2018,배준영,투자완료(Active),2021-02-14,450.1,56.4,274,109.3,39.9,380.1,1082.3,9.9,3.95,5.3,447.7,0.99,-0.1,,,
DL-00508,중앙스튜디오,미디어/콘텐츠,게임,충남,1986,221,세컨더리 1호,Secondary,2023,정우성,소싱(Sourcing),,,,152,12.0,7.9,13.9,68.4,5.7,0.45,,,,,,,
DL-00509,누리캐피탈,금융서비스,결제,대구,1990,3369,바이아웃 2호 PEF,Buyout,2021,박민재,회수완료(Exited),2023-09-14,2223.9,58.0,1173,454.0,38.7,360.6,3631.6,8.0,3.1,2.4,,3.63,71.1,2026-02-06,8064.1,구주매출
DL-00510,태광엔터,미디어/콘텐츠,게임,광주,2005,2119,그로쓰 3호 PEF,Growth,2022,강태호,투자완료(Active),2022-01-08,2593.8,99.1,1538,247.6,16.1,1076.4,3194.3,12.9,2.08,4.4,7952.6,3.07,28.9,,,
DL-00511,태광정보기술,IT/소프트웨어,SaaS,해외(싱가포르),1995,1427,스페셜시츄에이션 1호,Special Situation,2018,남기훈,투자완료(Active),2022-02-25,235.5,85.1,492,60.5,12.3,141.9,417.6,6.9,0.85,4.3,638.1,2.71,26.2,,,
DL-00512,글로벌시스템,IT/소프트웨어,데이터/AI,충북,2006,390,스페셜시츄에이션 1호,Special Situation,2018,한승우,보류/철회(Dropped),,,,196,39.2,20.0,79.3,266.6,6.8,1.36,,,,,,,
DL-00513,보광게임즈,미디어/콘텐츠,엔터테인먼트,부산,1991,2894,그로쓰 2호 PEF,Growth,2019,이서준,회수완료(Exited),2022-04-02,2126.8,88.1,1125,271.1,24.1,771.1,3063.7,11.3,2.72,4.2,,1.81,15.2,2026-06-10,3849.8,전략적매각(M&A)
DL-00514,케이페이,금융서비스,여신전문,서울,2003,321,벤처그로쓰 1호,Venture,2020,배준영,스크리닝(Screening),,,,141,22.3,15.8,141.8,311.9,14.0,2.21,,,,,,,
DL-00515,광림메탈,제조/소재,2차전지소재,충북,2021,3257,벤처그로쓰 1호,Venture,2020,강태호,스크리닝(Screening),,,,1481,488.7,33.0,340.1,5278.3,10.8,3.56,,,,,,,
DL-00516,현우메디컬,바이오/헬스케어,디지털헬스,경기,1993,564,스페셜시츄에이션 1호,Special Situation,2018,정우성,소싱(Sourcing),,,,411,133.2,32.4,559.7,1784.4,13.4,4.34,,,,,,,
DL-00517,코리아이엔지,B2B서비스,시설관리,서울,1994,315,그로쓰 1호 PEF,Growth,2016,윤지호,소싱(Sourcing),,,,199,19.1,9.6,57.3,181.5,9.5,0.91,,,,,,,
DL-00518,삼정코스메틱,소비재,화장품,인천,2009,3028,바이아웃 1호 PEF,Buyout,2017,남기훈,투자완료(Active),2023-07-02,1808.8,89.4,1374,200.6,14.6,899.9,2868.6,14.3,2.09,2.9,2033.3,1.12,4.1,,,
DL-00519,보광메디컬,바이오/헬스케어,제약,전남,1986,857,바이아웃 1호 PEF,Buyout,2017,윤지호,소싱(Sourcing),,,,311,83.7,26.9,124.7,594.0,7.1,1.91,,,,,,,
DL-00520,우진에셋,금융서비스,자산관리,서울,1987,133,그로쓰 3호 PEF,Growth,2022,서지원,투자완료(Active),2024-12-04,285.7,79.3,164,28.0,17.1,125.4,417.9,14.9,2.55,1.5,229.2,0.8,-13.5,,,
DL-00521,한국메디컬,바이오/헬스케어,의료기기,서울,1993,292,그로쓰 2호 PEF,Growth,2019,남기훈,투자완료(Active),2024-07-23,324.2,54.9,202,77.6,38.4,181.8,659.3,8.5,3.26,1.9,748.3,2.31,56.0,,,
DL-00522,아이엠푸드,소비재,패션/리빙,경기,2013,441,바이아웃 1호 PEF,Buyout,2017,남기훈,투자완료(Active),2023-05-13,391.3,48.2,253,85.0,33.6,289.1,952.1,11.2,3.76,3.1,913.7,2.33,31.7,,,
DL-00523,한라메탈,제조/소재,철강금속,경기,1996,1506,벤처그로쓰 1호,Venture,2020,윤지호,소싱(Sourcing),,,,931,107.1,11.5,86.4,803.0,7.5,0.86,,,,,,,
DL-00524,한국진단,바이오/헬스케어,체외진단,경기,1999,664,세컨더리 1호,Secondary,2023,오세훈,투자완료(Active),2024-09-14,1381.4,95.7,471,122.9,26.1,65.2,1266.2,10.3,2.69,1.7,2855.0,2.07,51.9,,,
DL-00525,코리아스튜디오,미디어/콘텐츠,교육,서울,1987,2450,그로쓰 1호 PEF,Growth,2016,배준영,투자완료(Active),2022-06-18,169.5,21.7,1492,138.8,9.3,151.9,929.7,6.7,0.62,4.0,420.4,2.48,25.6,,,
DL-00526,삼정정밀,제조/소재,2차전지소재,경북,2018,4414,스페셜시츄에이션 1호,Special Situation,2018,김도현,회수완료(Exited),2021-07-06,1916.5,59.5,2181,318.4,14.6,796.8,3980.3,12.5,1.82,3.2,,2.53,34.0,2024-09-06,4848.0,IPO
DL-00527,한국환경,에너지/환경,신재생에너지,서울,2005,7895,그로쓰 1호 PEF,Growth,2016,박민재,소싱(Sourcing),,,,3052,393.7,12.9,841.0,2322.9,5.9,0.76,,,,,,,
DL-00528,미래서비스,B2B서비스,인력아웃소싱,제주,2009,709,그로쓰 2호 PEF,Growth,2019,최예린,실사(DD),,,,263,25.8,9.8,15.6,247.4,9.6,0.94,,,,,,,
DL-00529,누리콘텐츠,미디어/콘텐츠,교육,서울,2002,142,세컨더리 1호,Secondary,2023,서지원,투자완료(Active),2024-07-25,111.5,86.8,145,18.7,12.9,21.1,142.2,7.6,0.98,1.9,352.3,3.16,84.7,,,
